,keywords
4243,"['single parent', 'intolerance', 'condom', 'bootlegger', 'fistfight', 'step father', 'womanizer', 'thief', 'domestic violence', 'gunfight', 'los angeles', 'physical abuse', 'ex-con', 'selfishness', 'passive aggression', 'fatherhood', 'convicted felon', 'south central los angeles']"
4244,"['lovesickness', 'jealousy', 'parent child relationship', ""love of one's life"", 'cutting the cord', 'forbidden love', 'kiss', 'crush', 'teenage crush', 'relationship', 'unhappiness']"
4245,"['ladykiller', 'musical', 'belt', 'police officer', 'drug lord']"
4246,[]
4247,[]
4248,[]
4249,[]
4250,"['spain', 'sex', 'nudity', 'psychopath', 'murder', 'heist', 'money', 'gangster', 'violence', 'criminal', 'retired', 'hunting', 'safecracker', 'brutal', 'leisure']"
4251,"['marshal', 'outlaw', 'independent film', 'yoakam', 'tucson']"
4252,"['nurse', 'life-saver', 'romance', 'bank robbery']"
4253,"['factory worker', 'factory', 'coming out', 'condom', 'bluff', 'kündigung', 'homosexuality', 'neighbor']"
4254,"['wolf', 'nature', 'imax']"
4255,"['skinhead', 'secret', 'murder', 'policeman', 'graveyard']"
4256,[]
4257,[]
4258,"['fight', 'governance', 'puppy', 'allergy', '3d']"
4259,"['paris', 'prostitute', 'drug']"
4260,"['sex', 'exorcism', 'secret door']"
4261,"['sex', 'based on novel', 'roommate', 'identity', 'secret', 'nudity', 'passion', 'party', 'love', 'lesbian', 'school', 'discovery', 'woman director']"
4262,"['france', 'rape', ""women's sexual identity"", 'revenge', 'murder', 'independent film', 'unsimulated sex', 'crime', 'violence', 'explicit sex', 'woman director', 'new french extremism']"
4263,[]
4264,"['new york', 'wife husband relationship', 'chinatown', 'miracle', 'saxophonist', 'housewife', 'deceived husband', 'independent film']"
4265,"['philosophy', 'painting', 'family relationships', 'middle age', 'marital infidelity', 'german poetry']"
4266,"['musical', 'beach movie']"
4267,"['boxer', 'burglary', 'safecracker', 'heist movie']"
4268,"['cross country race', 'all-star supporting cast']"
4269,"['car chase', 'race', 'amphibious vehicle', 'nun costume']"
4270,"['car race', 'sport', 'illegality', 'cannonball', 'capture', 'starting over']"
4271,"['paris', 'rape', 'pedophilia', 'frigidity', 'fascist', 'sadism', 'marriage', 'murder', 'racism', 'class differences', 'child rape', 'chambermaid']"
4272,"['mad doctor', 'brain surgery']"
4273,"['birthday', 'half-brother', 'priest', 'mission clinic', 'polynesia', 'bar brawl', 'christmas', 'piano', 'half sister', 'navy veterans', 'tiki culture']"
4274,"['secret agent', 'bikini', 'mad scientist', 'robot', 'world domination']"
4275,"['curse', 'new england', 'edgar allan poe']"
4276,"['pest', 'sale of soul', 'pact with the devil', 'ewige jugend', 'faust', 'love', 'romance', 'youth', 'death', 'cult film', 'silent film', 'plague']"
4277,"['hotel', 'rain', 'uniform', 'inheritance', 'cigar smoking', 'gossip', 'silent film', 'imagery', 'noisy neighbor', 'bible quote', 'tip', 'porter']"
4278,"['gunslinger', 'showdown', 'funeral', 'legend', 'to shoot dead', 'outlaw', 'lawyer', 'pistol', 'rancher', 'stagecoach', 'cowboy']"
4279,"['civil war', 'dictator', 'journalist', 'guerrilla', 'loss of lover', 'revolution', 'war correspondent', 'civil rights movement ', 'picture journalist', 'el salvador', 'dictatorship']"
4280,['independent film']
4281,"['vigilante', 'independent film', 'serial killer']"
4282,"['new york', 'female nudity', 'sex', 'robbery', 'handcuffs', 'nudity', 'chase', 'police', 'psychopath', 'travel', 'dark comedy', 'independent film', 'violence', 'stabbing', 'road movie', 'class reunion', 'date from hell']"
4283,"['brother brother relationship', 'texas', 'revenge', 'murder']"
4284,"['gorilla', 'chase', 'police', 'independent film', 'blaxploitation', 'severed head', 'racism', 'motorcycle', 'two-headed monster', 'bigot']"
4285,['giant']
4286,"['casino', 'experiment', 'human experimentation', 'eye', 'belly dancing', 'independent film', 'hospital', 'scientist', 'monkey', 'amusement park', 'eyeball', 'surgery']"
4287,"['male nudity', 'limousine', 'cannabis', 'stoned', 'endo', 'smoking marijuana', 'mental institution', 'racism', 'lust', 'muggle', 'hispanic', 'sexual desire', 'marijuana joint', 'marijuana pipe', 'double act', 'exotic dancer', 'driving while stoned', 'ganja']"
4288,"['london england', 'newspaper', 'heat', 'earth', 'global warming', 'end of the world', 'disaster', 'newsroom', 'disaster film', 'disaster movie']"
4289,"['haunted house', 'mad scientist', 'gore', 'zombie', 'video nasty']"
4290,"['pornography', 'chicago', 'money laundering', 'gas station', 'limousine', 'laundromat', 'comedy team', 'illegal immigrant', 'las vegas', 'lust', 'desert', 'latino', 'hispanic', 'double act', 'cross dresser', 'arab', 'peyote', 'arab sheik', 'pornographer', 'french restaurant', 'slot machine']"
4291,['older woman younger man relationship']
4292,"['dancer', 'count', 'millionaire']"
4293,"['female nudity', 'sex', 'lesbian', 'threesome', 'fingering', 'actor', 'abortion']"
4294,"['sister sister relationship', 'sweden', 'dying and death']"
4295,"['dysfunctional family', 'washed up star', 'british new wave']"
4296,"['world war ii', 'deportation', 'jew persecution']"
4297,[]
4298,"['suspense', 'hitchhiker', 'beach house', 'mike hammer', 'convertable']"
4299,"['england', 'infidelity', 'famous score', 'queen', 'castle', 'king henry ii', 'unfaithfulness', 'mistress', 'king', 'spear', 'throne', 'homoeroticism', 'christmas']"
4300,"['decision', 'reno', 'mustang', 'falling in love', 'divorce']"
4301,"['based on novel', 'captain', 'boat', 'obsession', 'shipwreck', 'stroke of fate', 'whale', 'walrus', 'revenge']"
4302,"['revenge', 'murder', 'serial killer', 'student', 'series of murders', 'movie theater']"
4303,"['painter', 'biography', 'historical figure', 'maid']"
4304,"['new york', 'newspaper', 'brother sister relationship', 'jazz musician', 'media tycoon', 'film noir']"
4305,"['melodrama', 'oil baron']"
4306,['fictional game show']
4307,"['homosexuality', 'treason', 'military officer', 'austria-hungary']"
4308,"['money delivery', 'sense of guilt', 'ransom', 'disappointment', 'false identity', 'florence', 'art restoration']"
4309,"['germany', 'witch', 'boarding school', 'cult favorite', 'ballet', 'giallo', 'young woman', 'gothic', 'apartment', 'evil', 'coven', 'noise', 'ballet school', 'sinister']"
4310,"['martial arts', 'japanese', 'honor', 'murder', 'tragic hero', 'one man army', 'tough guy', 'brutality', 'kung fu classic', 'brawl', 'nunchaku', 'kung fu master']"
4311,"['junkie', 'heroin', 'prostitution', 'illegal drugs', 'berlin germany']"
4312,['martial arts']
4313,['martial arts']
4314,"['martial arts', 'pizzeria', 'limousine', 'music']"
4315,"['jupiter', 'wife husband relationship', 'marshal', 'wife', 'dystopia', 'earth', 'space centre']"
4316,"['rome', 'kung fu', 'restaurant', 'chinese mafia', 'hong kong', 'gangster', 'hoodlum']"
4317,[]
4318,"['battle assignment', 'dystopia', 'alien', 'downfall', 'scientist', 'based on video game']"
4319,"['harvard law school', 'black female judge', 'smart blonde', 'girl power']"
4320,"['quebec', 'jewel', 'scepter', 'customs house', 'jewelry heist', 'blueprint', 'assumed identity', 'schematic', 'voice over', 'surveillance camera', 'one last job']"
4321,[]
4322,"['florida', 'striptease', 'homosexuality', 'independent film', 'best friend', 'falling in love', 'group of friends']"
4323,['independent film']
4324,[]
4325,['sport']
4326,"['capitalism', 'inventor', 'dystopia', 'stop motion', 'short', 'bliss']"
4327,"['sport', 'amusement park', 'roller coaster']"
4328,[]
4329,[]
4330,['imax']
4331,"['wilderness', 'whale', 'alaska', 'bear', 'nature', 'imax']"
4332,"['independent film', 'imax', '3d', 'short']"
4333,[]
4334,"['grandfather', 'wish', 'role reversal', 'body-swap', 'wishes come true', 'vejez']"
4335,"['vietnam', 'war']"
4336,['travel']
4337,"['alcohol', 'rape', 'bar', 'boston', 'clothing']"
4338,"['corruption', 'chicago', 'cia', 'martial arts', 'senator', 'vietnam', 'cop', 'torture', 'drug lord']"
4339,"['moon', 'monster', 'hot air balloon', 'war', 'baron', 'story telling', 'european', 'roman mythology']"
4340,"['cia', 'drag queen', 'cat', 'flat', 'distrust', 'cohabitant', 'hitman', 'buenos aires', 'mission of murder', 'male friendship', 'film and cinema', 'boarder', 'film history', 'neighbor', 'cowardliness']"
4341,"['cruise', 'ship', 'private detective', 'murder mystery']"
4342,"['underdog', 'prison', 'factory worker', 'prisoner', 'helsinki', 'independent film', 'falling in love']"
4343,"['billionaire', 'alcoholic']"
4344,[]
4345,['based on novel']
4346,"['death of a friend', 'female friendship', 'death of mother', 'childhood friends', 'female singer', 'dying young', 'cardiomyopathy']"
4347,[]
4348,"['women', 'mistake in person', 'wealth', 'teacher', 'twins']"
4349,"['pig', 'relationship problems', 'travelling circus', 'beautiful girl', 'animal lover', 'creepy neighbor']"
4350,"['world war ii', 'boot camp', 'biloxi mississippi']"
4351,"['psychiatric hospital', 'heroin addict', 'electroconvulsive therapy', 'death of daughter', 'bebop', 'jazz music', 'eiffel tower paris']"
4352,"['killing', 'cinema', 'slime', 'disgust', 'comet', 'cold', 'quarantine', 'playboy', 'remake', 'alien', 'hospital', 'sewer', 'freezer', 'military', 'liquefaction', 'bad boy']"
4353,[]
4354,"['magazine', 'writer', 'drug', 'fashion show']"
4355,['sport']
4356,"['france', 'nun', 'biography', 'sculpture', 'mental asylum', 'persecution', 'based on true events', 'separation from family', 'estranged brother', 'religious institution', 'estranged mother']"
4357,"['holiday', 'sex', 'dream', 'nudity', 'friends', 'resort', 'dating', 'attitude']"
4358,"['cocaine', 'drinking', 'real estate agent']"
4359,"['new york', 'night life', 'jamaica', 'bartender', 'ambition', 'from rags to riches']"
4360,"['police brutality', 'ghetto', 'delinquency', 'police', 'east los angeles', 'gang', 'gang member', 'mexican american', 'barrio', 'colleague']"
4361,"['fast food restaurant', 'prince', 'heir to the throne', 'fish out of water', 'new york city', 'fake identity', 'duringcreditsstinger', 'searching for love']"
4362,['independent film']
4363,[]
4364,"['sheriff', 'bounty hunter', 'cat', 'brother sister relationship', 'small town', 'barn', 'toilet', 'kansas', 'spaceship', 'alien', 'creature', 'explosion', 'family', 'exploding house', 'brother sister\xa0', 'alien fugitive', 'alien creature']"
4365,"['female nudity', 'bounty hunter', 'small town', 'nudity', 'kansas', 'sequel', 'spaceship', 'easter', 'easter bunny', 'alien', 'reporter', 'eggs', 'creature', 'explosion', 'violence', 'dog', 'flesh eating', 'shape shifter', 'torso cut in half', 'man eating monster', 'pitchfork', 'spit take', 'newspaper reporter', 'playboy magazine', 'hamburgers', 'easter egg hunt']"
4366,"['fire', 'hologram', 'sequel', 'alien', 'independent film', 'los angeles', 'apartment', 'elevator shaft', 'aftercreditsstinger', 'slow motion action scene', 'woman director', 'flashback', 'open ended', 'alien creature']"
4367,"['matchmaking', 'woman director', 'pickles']"
4368,"['toxication', 'professor for literature', 'race against time', 'culprit', 'suspense', 'student', 'relationship', 'woman director']"
4369,"['police', 'resurrection', 'zombie']"
4370,"['prison', 'detective', 'gun', 'fight', 'chinatown', 'hitman', 'media', 'police', 'stalker', 'sequel', 'murder', 'mafia', 'reporter', 'gangster', 'explosion', 'violence', 'neo-noir']"
4371,"['competition', 'luxury', 'seduction', 'con man', 'money']"
4372,[]
4373,['hostess']
4374,['holiday']
4375,"['american football', 'sport', 'all-american', 'homecoming queen']"
4376,"['fbi', 'fbi agent']"
4377,['from backpacks to strollers']
4378,"['wife husband relationship', 'married couple', 'wife', 'man-woman relation', 'man looking for wife']"
4379,[]
4380,"['gorilla', 'menace', 'poacher', 'jungle', 'sympathy', 'extinction', 'gorillas']"
4381,"['holiday', 'roommate', 'attachment to nature', 'grizzly bear', 'best friend']"
4382,[]
4383,"['romantic comedy', 'spirit']"
4384,[]
4385,[]
4386,[]
4387,"['musician', 'the beatles', 'music band', 'yoko ono', 'nude image', 'rock singer', 'nude drawing', 'mass media', 'george harrison', 'joy']"
4388,['sport']
4389,"['small town', 'boy', 'murder', 'maniac', 'ghost', 'the sixties']"
4390,"['temple', 'vampire', 'dangerous', 'worm', 'derbyshire', 'archaeologist', 'monastery']"
4391,"['vulkan', 'loss of mother', 'tyrannosaurus rex', 'earthquake', 'primitive time', 'dinosaur']"
4392,"['champagne', 'ferrari', 'driving test', 'underage drinking', 'drunk driving', 'teem']"
4393,"['spy', 'russian', 'teenage boy', 'fbi agent', 'pursuit in traffic']"
4394,"['judge', 'sex scene', 'neo-noir']"
4395,[]
4396,[]
4397,[]
4398,"['alien', 'spoof', 'sneeze', 'levitation', 'message']"
4399,[]
4400,"['helicopter', 'undercover', 'racism', 'prostitution', 'violence']"
4401,"['nevada', 'motel', 'highway', 'wilderness', 'rosenheim', 'car']"
4402,"['suicide', 'music', 'high school', 'woman director']"
4403,"['usa', 'police brutality', 'cold war', 'russia', 'drug dealer', 'investigation', 'police', 'drug cartel', 'police detective', 'soviet', 'buddy cop', 'kingpin']"
4404,"['undead', 'zombie']"
4405,"['female nudity', 'crematorium', 'nudity', 'punk', 'company', 'independent film', 'undead', 'decapitation', 'zombie', 'paramedic', 'attic', 'cemetary', 'dismemberment', 'warehouse', 'stairs', 'night of the living dead', 'walking dead', 'louisville']"
4406,"['horseback riding', 'horse', 'horse whisperer', 'australia', 'sequel']"
4407,"['regret', 'river', 'horse', 'ranch', 'australia', 'brumby', 'brumbies', 'colt', 'stockman', 'clancy of the overflow']"
4408,[]
4409,"['vietnam war', 'hiding', 'protestors']"
4410,['brothel']
4411,['drama']
4412,['female bonding']
4413,"['female nudity', 'sex', 'boston', 'revolution', 'nudity', 'hallucination', 'spider', 'leopard', 'haiti', 'amazon', 'superstition', 'buried alive', 'jungle', 'punched in the face', 'tarantula', 'cock fighting', 'chained', 'voice over', 'anthropologist', 'zombification', 'rite', 'grave robbing', 'oil lamp', 'death certificate', 'airliner', 'puffer fish', 'reference to jean claude duvalier', 'man on fire', 'genital mutilation', 'viper']"
4414,"['cop', 'lawyer']"
4415,"['mountain', 'canada', 'fbi', 'kidnapping', 'horse', 'wilderness', 'mountaineer', 'waterfall', 'hiking', 'police', 'moose', 'murder', 'bear', 'diamond', 'vancouver']"
4416,"['robbery', 'helicopter', 'boat', 'hustler', 'hitman', 'ranch', 'invention', 'punk', 'police', 'sequel', 'heist', 'gang', 'robot', 'city', 'diamond', 'entrepreneur']"
4417,"['artificial intelligence', 'lightning', 'robot']"
4418,"['france', 'loss of lover', 'kidnapping', 'roadhouse', 'vacation', 'disappearance', 'missing person']"
4419,"['newcastle, england']"
4420,"['showdown', 'wyatt earp', 'murder', 'western hero', 'tom mix']"
4421,[]
4422,"['skab under tv', 'foran', 'nederste hylde']"
4423,[]
4424,"['fetishism', 'transformation', 'dystopia', 'gore', 'metal', 'japanese cyberpunk', 'unofficial remake']"
4425,"['dystopia', 'social commentary', 'alien invasion', 'sunglasses', 'brawl']"
4426,['woman director']
4427,"['gay', 'new york', 'homophobia', 'homosexuality', 'based on play or musical', 'hate crime']"
4428,"['obsession', 'hitchhiker']"
4429,[]
4430,"['perfection', 'delivery', 'low intelligence', 'jet engine', 'twins separated at birth', 'artist colony', 'same habits', 'biological experiment', 'opposites', 'catholic orphanage']"
4431,"['based on novel', 'role reversal', 'school', 'teen movie', 'body-swap', 'child as an adult', 'identity swap', 'adult as a child']"
4432,[]
4433,"['wheelchair', 'vampire', 'haunted house', 'voodoo', 'dracula', 'transformation', 'mythical creature', 'wax museum', 'good vs evil', 'werewolf', 'occult', 'marquis de sade', 'invisible barrier', 'silver bullet', 'wax figure', 'building on fire']"
4434,"['london england', 'detective', 'alcoholism', 'sherlock holmes', 'spectacle']"
4435,"['atomic bomb', 'nobel prize', 'rock', 'albert einstein', 'marie curie', 'tasmanian', 'tasmania']"
